,bgrp,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05
42,60371041032,35,2,22,11,5,25,5,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,28,0,3,0,0,24,7,0,1,1,2,12,23,10,10,10,3,7,28,0,0,0,0,0,0,0,0,0,0
43,60371041051,226,36,120,70,21,59,146,0,0,0,100,31,0,7,0,0,0,0,0,0,0,2,83,0,0,3,0,181,20,6,16,0,3,75,151,66,45,41,38,139,87,0,0,0,0,0,0,0,0,0,0
44,60371041052,150,27,90,33,21,65,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,28,0,0,123,10,7,8,0,2,40,110,44,22,31,26,39,111,0,0,0,0,0,0,0,0,0,0
45,60371041053,238,45,113,80,15,74,149,0,0,0,6,0,0,0,0,0,0,8,0,0,125,30,69,0,0,0,0,179,27,2,25,1,4,115,123,45,50,56,42,140,98,0,0,0,0,0,0,0,0,0,0
46,60371041081,200,29,111,60,16,53,131,0,0,0,12,4,0,1,3,0,0,0,0,0,3,123,49,0,0,5,0,155,17,3,18,0,7,80,120,48,29,45,49,50,150,0,0,0,0,0,0,0,0,0,0
47,60371041082,147,19,76,52,17,87,43,0,0,0,2,18,0,15,2,0,0,7,4,0,0,0,56,0,27,16,0,114,11,4,16,0,2,63,84,48,25,31,24,60,87,0,0,0,0,0,0,0,0,0,0
48,60371041083,146,52,56,38,27,85,34,0,0,0,16,0,0,36,0,0,0,0,0,0,0,0,28,0,55,11,0,115,12,6,13,0,0,59,87,35,18,23,18,82,64,0,0,0,0,0,0,0,0,0,0
49,60371041241,63,6,38,19,8,38,17,0,0,0,1,1,7,0,5,0,0,2,0,0,7,0,29,0,7,4,0,48,10,1,4,0,0,27,36,20,7,20,10,32,31,0,0,0,0,0,0,0,0,0,0
50,60371041242,127,19,73,35,9,48,70,0,0,0,5,0,0,7,3,0,0,0,2,25,11,0,68,0,0,6,0,95,18,3,6,0,5,53,74,31,25,29,23,50,77,0,0,0,0,0,0,0,0,0,0
51,60371041243,15,2,6,7,3,5,7,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,3,0,0,1,0,13,2,0,0,0,0,10,5,2,3,4,4,6,9,0,0,0,0,0,0,0,0,0,0
52,60371042011,484,68,276,140,28,98,358,0,0,0,76,118,12,22,165,4,0,3,7,0,52,0,9,0,16,0,0,390,52,10,19,1,12,206,278,128,101,108,79,325,159,0,0,0,0,0,0,0,0,0,0
53,60371042012,69,12,26,31,5,40,24,0,0,0,8,8,2,30,0,0,0,0,0,0,0,0,21,0,0,0,0,53,8,2,4,0,2,25,44,18,19,11,9,34,35,0,0,0,0,0,0,0,0,0,0
54,60371042013,89,18,46,25,9,40,40,0,0,0,10,15,37,2,0,0,0,0,3,0,0,0,15,0,0,7,0,78,9,0,1,0,1,38,51,22,20,18,11,64,25,0,0,0,0,0,0,0,0,0,0
55,60371042031,666,165,336,165,95,296,275,0,0,0,3,14,50,169,0,0,22,0,0,0,53,0,118,3,234,0,0,546,42,19,47,2,10,273,393,160,109,136,96,328,338,0,0,0,0,0,0,0,0,0,0
56,60371042032,46,6,23,17,9,27,10,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,29,2,0,1,0,35,7,2,1,1,0,17,29,18,9,12,1,18,28,0,0,0,0,0,0,0,0,0,0
57,60371042041,628,127,313,188,43,189,396,0,0,0,184,0,0,1,8,0,0,2,0,0,47,96,290,0,0,0,0,510,36,13,56,5,8,228,400,151,121,119,110,324,304,0,0,0,0,0,0,0,0,0,0
58,60371042042,193,34,98,61,17,76,100,0,0,0,27,73,17,11,0,0,0,2,1,0,35,0,9,2,1,15,0,164,4,1,19,1,4,92,101,45,39,32,43,116,77,0,0,0,0,0,0,0,0,0,0
59,60371043101,171,31,92,48,18,68,85,0,0,0,32,0,0,11,0,0,0,0,0,0,27,32,40,0,29,0,0,133,21,2,13,1,1,99,72,34,38,35,33,73,98,0,0,0,0,0,0,0,0,0,0
60,60371043102,864,144,427,293,46,218,600,86,0,0,55,269,81,33,0,0,0,25,1,0,260,0,25,23,0,6,0,754,32,21,30,5,22,300,564,250,176,182,112,657,207,0,0,0,0,0,0,0,0,0,0
61,60371043103,254,29,127,98,18,122,114,0,0,0,41,57,6,25,80,0,1,0,0,0,6,0,27,0,0,11,0,214,22,5,11,0,2,91,163,82,51,62,30,146,108,0,0,0,0,0,0,0,0,0,0
62,60371043211,61,20,22,19,10,41,10,0,0,0,2,0,2,22,0,0,0,0,0,0,0,0,35,0,0,0,0,41,5,2,12,0,1,24,37,16,8,7,10,19,42,0,0,0,0,0,0,0,0,0,0
63,60371043212,44,3,25,16,11,20,13,0,0,0,8,0,0,8,1,0,0,0,0,0,0,0,25,0,0,2,0,39,1,4,0,0,0,5,39,16,10,9,6,17,27,0,0,0,0,0,0,0,0,0,0
64,60371043213,69,16,29,24,11,21,37,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,40,0,1,17,0,54,10,1,2,0,2,21,48,12,16,14,11,23,46,0,0,0,0,0,0,0,0,0,0
65,60371043221,669,167,404,98,17,260,392,0,0,0,0,0,37,0,2,0,0,0,0,0,0,612,8,0,6,4,0,594,14,15,35,0,11,144,525,122,129,139,112,182,487,0,0,0,0,0,0,0,0,0,0
66,60371043222,1041,306,513,222,97,451,493,0,0,0,53,117,162,526,6,0,0,23,46,0,46,0,18,0,44,0,0,890,50,14,63,2,22,438,603,212,182,201,140,660,381,0,0,0,0,0,0,0,0,0,0
67,60371044011,206,28,126,52,9,70,127,0,0,0,23,1,3,26,2,0,0,3,4,0,0,120,19,0,5,0,0,164,13,2,20,0,7,84,122,39,48,46,45,92,114,0,0,0,0,0,0,0,0,0,0
68,60371044012,81,12,44,25,10,52,19,0,0,1,13,0,0,7,3,0,0,0,0,0,0,0,39,4,13,1,0,64,5,0,12,0,0,29,52,27,16,12,14,36,45,0,0,0,0,0,0,0,0,0,0
69,60371044031,185,71,76,38,40,121,24,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,23,1,150,2,0,166,8,4,6,0,1,57,128,50,25,22,17,80,105,0,0,0,0,0,0,0,0,0,0
70,60371044032,104,35,46,23,22,57,25,0,0,0,4,12,0,37,0,0,0,0,0,0,0,0,29,0,22,0,0,93,2,3,6,0,0,29,75,28,13,17,11,39,65,0,0,0,0,0,0,0,0,0,0
71,60371044041,225,49,122,54,17,64,144,0,0,0,0,0,0,31,25,0,3,0,102,0,0,0,30,0,34,0,0,187,10,3,19,0,6,97,128,42,47,45,42,81,144,0,0,0,0,0,0,0,0,0,0
72,60371044042,129,30,73,26,14,89,26,0,0,0,5,0,0,44,7,0,6,0,3,0,7,0,54,0,3,0,0,99,4,7,14,1,4,38,91,43,18,21,17,59,70,0,0,0,0,0,0,0,0,0,0
73,60371045001,93,24,47,22,19,52,22,0,0,0,6,0,0,7,2,0,8,0,9,0,0,0,5,0,56,0,0,86,3,0,4,0,0,40,53,24,20,14,11,45,48,0,0,0,0,0,0,0,0,0,0
74,60371045002,167,24,102,41,11,41,115,0,0,0,4,0,0,7,2,0,0,0,0,0,2,134,16,0,2,0,0,128,11,2,23,0,3,68,99,32,20,40,51,54,113,0,0,0,0,0,0,0,0,0,0
75,60371046101,284,68,130,86,27,93,164,0,0,0,31,49,0,50,14,0,4,0,5,0,44,0,85,0,0,2,0,244,14,8,14,0,4,82,202,69,57,61,29,136,148,0,0,0,0,0,0,0,0,0,0
76,60371046102,35,10,13,12,5,19,11,0,0,0,5,0,4,3,0,0,0,2,0,0,3,0,4,0,7,7,0,26,1,0,7,0,1,11,24,13,4,6,2,20,15,0,0,0,0,0,0,0,0,0,0
77,60371046201,27,2,15,10,3,19,5,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,24,0,0,3,0,0,5,22,9,6,8,2,9,18,0,0,0,0,0,0,0,0,0,0
78,60371046202,122,40,52,30,16,56,50,0,0,0,10,0,11,21,4,0,0,0,0,0,0,0,34,0,4,38,0,105,6,2,7,0,2,30,92,32,13,22,15,56,66,0,0,0,0,0,0,0,0,0,0
79,60371047011,217,56,116,45,3,87,127,0,0,0,3,0,0,22,0,0,0,0,0,0,0,178,7,0,7,0,0,184,13,5,10,1,4,61,156,37,31,50,43,69,148,0,0,0,0,0,0,0,0,0,0
80,60371047012,89,21,51,17,18,48,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,80,0,0,2,0,79,5,0,1,0,4,18,71,28,13,14,13,23,66,0,0,0,0,0,0,0,0,0,0
81,60371047013,80,24,28,28,13,45,22,0,0,0,0,0,0,56,2,0,0,0,0,0,0,0,10,0,4,8,0,66,4,5,1,0,4,22,58,20,16,15,5,41,39,0,0,0,0,0,0,0,0,0,0
82,60371047031,1836,183,976,677,100,452,1284,0,2,0,264,612,164,66,305,32,3,136,73,0,65,0,53,0,10,51,0,1462,69,25,239,2,39,939,897,467,351,471,364,1329,507,0,0,0,0,0,0,0,0,0,0
83,60371047032,217,16,108,93,4,51,162,0,0,0,34,151,6,0,7,0,0,0,1,0,8,0,10,0,0,0,0,199,6,3,6,0,3,37,180,96,50,33,22,123,94,0,0,0,0,0,0,0,0,0,0
84,60371047041,168,42,78,48,42,53,73,0,0,0,0,27,13,14,1,0,0,0,2,0,86,0,14,0,10,1,0,121,20,6,19,0,2,95,73,36,27,27,36,111,57,0,0,0,0,0,0,0,0,0,0
85,60371047042,112,17,71,24,7,40,65,0,0,0,0,3,23,36,0,2,0,5,0,0,0,0,40,0,0,3,0,78,20,3,9,0,2,59,53,20,26,27,22,53,59,0,0,0,0,0,0,0,0,0,0
86,60371047043,329,44,187,98,18,96,215,0,0,0,47,168,16,16,55,0,0,0,7,0,4,0,13,0,3,0,0,282,9,1,26,1,10,141,188,99,55,69,62,228,101,0,0,0,0,0,0,0,0,0,0
87,60371048211,212,36,125,51,15,96,101,0,0,0,12,0,0,14,2,0,0,0,0,0,1,136,37,0,0,10,0,179,9,0,18,0,6,49,163,42,45,44,45,52,160,0,0,0,0,0,0,0,0,0,0
88,60371048212,120,30,57,33,15,61,44,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,73,0,29,0,0,103,1,4,4,4,4,18,102,37,22,21,10,38,82,0,0,0,0,0,0,0,0,0,0
89,60371048221,738,207,337,194,90,336,312,0,0,0,2,0,0,467,0,0,1,23,5,0,0,130,74,0,29,7,0,582,41,15,74,1,25,261,477,172,136,125,98,311,427,0,0,0,0,0,0,0,0,0,0
90,60371048231,75,17,37,21,5,32,38,0,0,0,20,22,5,0,0,0,0,0,1,0,4,0,23,0,0,0,0,67,2,1,1,0,4,27,48,22,15,10,11,37,38,0,0,0,0,0,0,0,0,0,0
91,60371048232,23,4,10,9,0,17,6,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,17,0,0,0,0,23,0,0,0,0,0,0,23,10,3,6,0,8,15,0,0,0,0,0,0,0,0,0,0
92,60371048241,252,64,133,55,22,81,149,0,0,0,0,0,4,99,0,0,4,0,0,0,114,0,9,0,2,20,0,232,8,3,5,0,4,35,217,77,45,41,25,121,131,0,0,0,0,0,0,0,0,0,0
93,60371048242,303,35,157,111,22,98,183,3,0,71,46,40,28,52,10,0,0,8,2,0,6,3,14,0,4,16,0,252,7,1,36,0,7,163,140,69,58,62,79,226,77,0,0,0,0,0,0,0,0,0,0
94,60371060101,257,62,132,63,20,79,158,0,0,0,20,0,0,0,0,0,6,0,52,0,0,0,62,0,116,1,0,204,16,4,26,0,7,104,153,53,40,65,37,103,154,0,0,0,0,0,0,0,0,0,0
95,60371060102,70,15,42,13,5,20,45,2,0,0,28,0,0,7,0,0,0,1,2,0,2,0,25,1,2,0,0,56,5,1,7,1,0,29,41,13,18,13,11,40,30,0,0,0,0,0,0,0,0,0,0
96,60371060201,129,15,59,55,10,54,65,0,0,0,96,0,0,6,7,0,0,0,0,0,7,0,10,0,0,3,0,116,4,6,2,0,1,42,87,39,26,26,23,87,42,0,0,0,0,0,0,0,0,0,0
97,60371060202,25,1,14,10,3,10,12,0,0,0,6,0,0,0,0,0,0,1,6,0,3,0,6,0,0,3,0,21,2,1,1,0,0,6,19,5,8,7,4,15,10,0,0,0,0,0,0,0,0,0,0
98,60371060203,21,3,8,10,2,14,5,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,15,0,0,0,0,19,1,0,0,0,1,9,12,6,5,3,4,9,12,0,0,0,0,0,0,0,0,0,0
99,60371061111,497,44,267,186,23,93,381,0,0,0,2,0,4,2,1,0,0,1,0,0,0,482,5,0,0,0,0,346,58,8,68,0,17,331,166,43,79,122,209,228,269,0,0,0,0,0,0,0,0,0,0
100,60371061112,76,12,37,27,11,37,28,0,0,0,33,3,2,0,2,2,0,0,11,0,3,0,17,0,3,0,0,57,1,1,13,0,4,45,31,14,17,16,17,44,32,0,0,0,0,0,0,0,0,0,0
101,60371061121,132,13,82,37,9,38,85,0,0,0,13,0,0,4,11,2,0,1,0,0,0,65,33,0,3,0,0,107,6,3,13,0,3,44,88,25,27,36,31,51,81,0,0,0,0,0,0,0,0,0,0
102,60371061122,38,8,26,4,14,15,9,0,0,0,9,0,0,1,0,0,0,0,9,0,0,0,15,1,0,3,0,35,1,0,2,0,0,21,17,9,11,8,2,15,23,0,0,0,0,0,0,0,0,0,0
103,60371061123,2712,575,1416,721,209,861,1642,0,0,1,78,951,101,111,1054,1,4,12,72,0,251,0,35,21,6,14,0,2280,179,54,139,6,54,967,1745,680,487,623,347,1950,762,0,0,0,0,0,0,0,0,0,0
104,60371061131,770,173,396,201,82,266,422,32,0,0,115,0,1,82,16,33,2,0,3,0,182,0,114,26,151,13,0,610,30,11,99,2,18,327,443,168,140,172,117,403,367,0,0,0,0,0,0,0,0,0,0
105,60371061132,134,28,73,33,12,41,81,0,0,0,24,0,5,10,7,0,0,0,0,0,11,59,18,0,0,0,0,111,10,2,10,0,1,40,94,28,24,26,28,74,60,0,0,0,0,0,0,0,0,0,0
106,60371061141,158,33,92,33,11,66,81,0,0,0,3,0,0,64,6,0,0,20,0,0,6,34,18,0,7,0,0,131,9,7,6,0,5,52,106,38,36,33,18,89,69,0,0,0,0,0,0,0,0,0,0
107,60371061142,544,184,229,131,96,250,198,0,0,0,61,0,0,215,0,0,21,0,19,0,1,0,43,0,168,16,0,422,30,13,63,2,14,264,280,101,85,92,82,248,296,0,0,0,0,0,0,0,0,0,0
108,60371061143,77,17,37,23,11,40,26,0,0,0,2,0,0,5,13,2,0,0,0,0,3,0,25,1,26,0,0,60,0,2,9,0,6,23,54,23,9,17,11,28,49,0,0,0,0,0,0,0,0,0,0
109,60371064031,38,2,17,19,4,22,12,0,0,0,9,0,0,7,0,0,0,0,3,0,0,0,19,0,0,0,0,33,2,0,3,0,0,15,23,12,7,10,7,14,24,0,0,0,0,0,0,0,0,0,0
110,60371064032,22,2,13,7,1,14,7,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,12,0,0,0,0,21,0,0,1,0,0,8,14,9,5,2,4,10,12,0,0,0,0,0,0,0,0,0,0
111,60371064033,321,54,180,87,24,85,212,0,0,0,53,0,1,7,8,2,0,0,2,0,14,193,29,0,11,1,0,269,17,6,22,1,6,118,203,61,67,65,74,139,182,0,0,0,0,0,0,0,0,0,0
112,60371064051,312,54,168,90,31,71,210,0,0,0,7,0,19,11,3,1,0,3,0,0,9,184,38,0,34,3,0,249,20,4,30,0,9,121,191,54,53,63,88,124,188,0,0,0,0,0,0,0,0,0,0
113,60371064052,151,32,81,38,22,51,78,0,0,0,53,0,0,0,0,0,0,11,0,0,1,37,49,0,0,0,0,122,12,5,10,2,0,48,103,45,15,40,19,72,79,0,0,0,0,0,0,0,0,0,0
114,60371064053,36,7,13,16,7,12,17,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,14,0,4,0,0,26,4,2,3,0,1,23,13,5,8,7,9,19,17,0,0,0,0,0,0,0,0,0,0
115,60371064061,153,31,86,36,20,76,57,0,0,0,25,3,25,23,4,2,0,2,0,0,18,0,22,0,12,17,0,132,5,1,14,0,1,50,103,44,27,25,26,91,62,0,0,0,0,0,0,0,0,0,0
116,60371064062,89,10,49,30,19,19,51,0,0,0,52,0,0,0,0,0,0,0,0,0,12,0,25,0,0,0,0,74,4,3,5,0,3,23,66,26,26,16,11,55,34,0,0,0,0,0,0,0,0,0,0
117,60371064063,77,15,42,20,6,41,30,0,0,0,32,0,0,0,1,0,0,0,4,0,4,0,36,0,0,0,0,66,2,1,5,1,2,20,57,20,20,15,7,37,40,0,0,0,0,0,0,0,0,0,0
118,60371064071,86,15,41,30,6,60,20,0,0,0,6,0,0,0,0,0,0,1,2,0,14,0,63,0,0,0,0,70,9,0,6,0,1,25,61,26,12,16,17,29,57,0,0,0,0,0,0,0,0,0,0
119,60371064072,323,92,138,93,32,145,146,0,0,0,2,0,1,108,0,0,31,7,8,47,3,0,75,0,11,30,0,275,7,9,27,1,4,119,204,66,53,68,44,135,188,0,0,0,0,0,0,0,0,0,0
120,60371064081,54,6,24,24,6,22,26,0,0,0,20,2,4,0,0,0,0,2,4,0,0,0,21,0,1,0,0,48,5,1,0,0,0,13,41,21,9,13,5,17,37,0,0,0,0,0,0,0,0,0,0
121,60371064082,12,0,7,5,2,7,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,2,0,7,0,0,4,0,1,7,5,3,4,3,2,8,4,0,0,0,0,0,0,0,0,0,0
122,60371065101,200,38,108,54,25,64,111,0,0,0,15,0,2,5,6,0,0,1,4,0,73,27,9,14,30,14,0,151,13,4,23,0,9,90,110,47,33,46,36,115,85,0,0,0,0,0,0,0,0,0,0
