,bgrp,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05
23,110010006003,64,12,31,21,11,6,47,0,0,0,0,1,0,0,0,5,9,1,8,2,8,0,8,7,0,15,0,46,5,0,12,0,1,55,9,7,13,10,22,19,45,0,0,0,0,0,0,0,0,0,0
24,110010006004,753,124,468,161,59,104,590,0,0,0,8,3,1,7,2,3,16,3,162,0,15,269,8,96,74,86,0,493,166,4,60,1,29,656,97,90,130,145,264,304,449,0,0,0,0,0,0,0,0,0,0
25,110010007021,65,15,40,10,5,7,53,0,0,0,0,0,4,1,0,7,2,6,15,0,12,1,0,2,0,15,0,50,11,0,3,0,1,59,6,7,7,16,20,29,36,0,0,0,0,0,0,0,0,0,0
26,110010007022,39,12,21,6,4,3,32,0,0,0,0,0,1,0,0,1,0,2,6,0,18,1,6,4,0,0,0,25,11,0,3,0,0,38,1,0,8,8,11,25,14,0,0,0,0,0,0,0,0,0,0
27,110010007023,34,9,23,2,0,3,31,0,0,0,0,0,4,1,0,0,0,0,13,0,0,0,8,0,0,8,0,22,6,0,4,0,2,29,5,4,7,5,9,14,20,0,0,0,0,0,0,0,0,0,0
28,110010007031,53,8,24,21,3,11,39,0,0,0,0,0,0,0,0,0,3,15,14,1,2,0,8,0,5,5,0,28,11,2,10,0,2,44,9,5,8,14,18,26,27,0,0,0,0,0,0,0,0,0,0
29,110010007032,96,12,41,43,12,29,55,0,0,0,0,0,3,0,0,4,1,32,7,2,0,15,1,0,0,31,0,41,41,0,11,2,1,82,14,13,20,26,25,59,37,0,0,0,0,0,0,0,0,0,0
30,110010007041,211,70,103,38,40,43,128,0,0,0,0,0,5,3,0,1,8,0,44,0,6,35,6,22,60,21,0,146,37,1,23,0,4,177,34,28,32,26,55,106,105,0,0,0,0,0,0,0,0,0,0
31,110010007042,55,11,29,15,4,14,37,0,0,0,0,0,3,2,0,0,4,0,29,0,1,0,1,0,0,15,0,45,4,0,6,0,0,44,11,8,10,14,12,26,29,0,0,0,0,0,0,0,0,0,0
32,110010008021,709,86,424,199,127,73,509,0,0,0,25,0,7,0,0,10,1,9,77,1,12,403,13,89,41,21,0,492,136,2,66,0,13,648,61,59,131,139,294,293,416,0,0,0,0,0,0,0,0,0,0
33,110010008022,101,15,47,39,5,19,77,0,0,0,0,0,2,0,0,35,0,1,8,4,0,4,11,0,5,31,0,67,11,0,16,0,7,86,15,18,15,21,32,36,65,0,0,0,0,0,0,0,0,0,0
34,110010008031,507,110,249,148,71,100,336,0,0,0,7,0,2,48,0,8,2,3,31,0,13,0,230,0,87,76,0,277,178,6,43,0,3,432,75,62,94,100,141,168,339,0,0,0,0,0,0,0,0,0,0
35,110010008032,23,7,6,10,6,5,12,0,0,0,1,0,0,0,0,0,0,2,8,0,0,0,5,0,0,7,0,19,2,0,1,0,1,18,5,3,4,1,8,9,14,0,0,0,0,0,0,0,0,0,0
36,110010008033,24,2,15,7,4,3,17,0,0,0,0,0,1,4,0,7,0,0,5,0,0,0,6,1,0,0,0,8,5,0,7,0,4,23,1,6,5,2,9,13,11,0,0,0,0,0,0,0,0,0,0
37,110010008041,192,42,97,53,18,42,132,0,0,0,4,0,2,6,0,4,9,0,47,1,2,1,0,5,74,37,0,131,35,0,18,0,8,156,36,27,33,34,56,72,120,0,0,0,0,0,0,0,0,0,0
38,110010008042,507,105,284,118,35,110,362,0,0,0,160,4,1,60,9,0,0,0,29,0,2,0,103,0,120,19,0,363,90,7,31,1,15,434,73,73,88,118,123,288,219,0,0,0,0,0,0,0,0,0,0
39,110010008043,525,140,260,125,79,161,285,0,0,0,0,0,19,2,1,2,10,1,48,0,0,123,0,4,268,47,0,397,78,3,29,1,17,434,91,75,88,102,120,231,294,0,0,0,0,0,0,0,0,0,0
40,110010009021,341,73,188,80,25,58,258,0,0,0,66,0,1,13,0,1,2,9,84,9,5,7,71,4,30,39,0,234,68,0,27,1,11,301,40,32,67,61,108,165,176,0,0,0,0,0,0,0,0,0,0
41,110010009022,238,34,136,68,34,24,180,0,0,0,8,0,0,4,0,9,7,42,28,10,0,6,16,7,49,52,0,165,49,1,19,0,4,209,29,27,46,49,82,123,115,0,0,0,0,0,0,0,0,0,0
42,110010009031,3189,424,1856,909,358,296,2535,0,0,0,0,0,0,0,0,0,0,0,13,0,221,2952,0,0,0,3,0,2210,579,19,271,3,107,2821,368,305,459,612,1389,1448,1741,0,0,0,0,0,0,0,0,0,0
43,110010009032,245,68,106,71,31,54,160,0,0,0,25,0,4,45,0,0,16,13,33,0,2,0,32,0,46,29,0,178,46,4,14,0,3,199,46,31,33,38,75,105,140,0,0,0,0,0,0,0,0,0,0
44,110010009041,139,13,73,53,33,21,85,0,0,0,2,0,1,5,0,2,6,1,14,0,36,12,9,4,0,47,0,95,23,0,17,0,4,114,25,24,25,32,45,59,80,0,0,0,0,0,0,0,0,0,0
45,110010009042,2493,391,1424,678,179,450,1864,0,0,0,0,9,10,2,19,26,7,7,95,1,110,41,2050,2,68,46,0,1146,1027,15,248,4,53,2208,285,309,453,614,726,670,1823,0,0,0,0,0,0,0,0,0,0
46,110010010021,2231,297,1150,784,118,219,1894,0,0,0,0,0,1,3,0,602,0,0,62,0,1551,0,8,0,0,4,0,814,1281,10,62,5,59,1974,257,298,495,583,558,1405,826,0,0,0,0,0,0,0,0,0,0
47,110010010022,1794,363,1002,429,212,387,1195,0,0,2,2,0,4,424,39,211,0,5,44,12,152,3,573,149,18,156,0,750,829,9,155,5,46,1644,150,214,332,412,473,895,899,0,0,0,0,0,0,0,0,0,0
48,110010010023,27,6,18,3,0,4,23,0,0,0,0,0,6,0,0,6,0,0,12,0,0,1,1,0,0,1,0,21,2,0,4,0,0,24,3,2,3,5,11,14,13,0,0,0,0,0,0,0,0,0,0
49,110010010024,425,120,201,104,70,148,207,0,0,0,10,0,0,27,2,1,8,18,35,1,0,8,2,0,210,103,0,218,148,1,47,1,10,352,73,53,60,83,109,182,243,0,0,0,0,0,0,0,0,0,0
50,110010010031,73,14,38,21,3,9,61,0,0,0,3,0,1,0,0,5,0,1,49,0,0,0,2,0,0,12,0,61,6,0,3,0,3,57,16,9,11,16,23,46,27,0,0,0,0,0,0,0,0,0,0
51,110010010032,53,12,30,11,11,8,34,0,0,0,0,0,6,4,0,6,1,0,5,0,2,6,11,9,0,3,0,40,6,0,5,0,2,50,3,6,7,6,22,22,31,0,0,0,0,0,0,0,0,0,0
52,110010010033,183,28,94,61,20,55,108,0,0,0,0,0,0,72,0,0,12,5,18,0,22,7,0,0,24,23,0,109,53,1,14,0,6,144,39,25,37,36,57,88,95,0,0,0,0,0,0,0,0,0,0
53,110010010041,928,161,485,282,80,207,641,0,0,0,0,4,3,125,253,39,21,4,126,2,13,6,167,6,35,124,0,439,395,5,73,0,16,837,91,114,195,214,244,434,494,0,0,0,0,0,0,0,0,0,0
54,110010010042,1057,268,544,245,107,226,724,0,0,1,1,0,9,116,0,28,63,11,315,0,40,40,133,66,110,124,0,630,300,7,94,1,25,903,154,113,171,213,292,403,654,0,0,0,0,0,0,0,0,0,0
55,110010010043,128,28,58,42,24,46,58,0,0,0,0,2,2,0,0,4,0,8,14,0,7,12,2,0,27,50,0,77,41,0,8,0,2,106,22,18,23,25,34,42,86,0,0,0,0,0,0,0,0,0,0
56,110010011001,659,186,290,183,124,221,314,0,0,0,2,4,1,102,0,24,36,6,57,6,8,39,143,8,153,70,0,380,190,3,73,0,13,564,95,103,88,114,168,287,372,0,0,0,0,0,0,0,0,0,0
57,110010011002,2395,402,1323,670,167,703,1525,0,0,0,324,0,11,54,0,1,95,207,437,18,554,8,235,97,275,79,0,1508,691,23,105,3,65,1721,674,485,480,459,569,1151,1244,0,0,0,0,0,0,0,0,0,0
58,110010011003,42,7,20,15,4,10,28,0,0,0,5,0,0,0,0,0,7,3,9,0,0,0,1,0,14,3,0,29,9,0,4,0,0,36,6,5,10,6,14,25,17,0,0,0,0,0,0,0,0,0,0
59,110010011004,1615,344,874,397,199,362,1054,0,0,0,443,0,0,237,0,13,23,12,106,0,4,220,286,10,218,42,1,935,507,25,107,4,37,1096,519,381,283,289,318,843,772,0,0,0,0,0,0,0,0,0,0
60,110010012001,127,32,77,18,10,24,93,0,0,0,0,0,1,0,27,1,4,0,21,5,4,2,16,0,0,46,0,69,43,2,9,0,4,105,22,13,24,23,35,57,70,0,0,0,0,0,0,0,0,0,0
61,110010012002,84,26,44,14,9,9,66,0,0,0,0,0,1,2,0,30,0,0,25,1,1,0,10,1,0,13,0,65,7,2,6,0,4,76,8,9,13,10,26,36,48,0,0,0,0,0,0,0,0,0,0
62,110010012003,300,71,162,67,36,82,182,0,0,0,16,0,2,0,0,1,0,8,21,0,0,77,37,0,80,58,0,177,87,4,18,0,14,240,60,64,40,61,64,119,181,0,0,0,0,0,0,0,0,0,0
63,110010012004,1136,171,676,289,66,145,925,0,0,0,6,0,1,23,0,11,13,0,53,1,18,702,122,0,124,62,0,448,594,3,61,0,30,1023,113,145,194,292,334,488,648,0,0,0,0,0,0,0,0,0,0
64,110010013011,73,6,34,33,10,5,58,0,0,0,2,0,0,0,0,0,7,0,28,0,0,1,19,1,0,15,0,52,12,0,8,0,1,61,12,10,11,12,34,34,39,0,0,0,0,0,0,0,0,0,0
65,110010013012,93,15,58,20,13,20,60,0,0,0,0,0,0,4,0,19,1,0,25,2,0,24,9,0,0,9,0,62,15,0,12,0,4,85,8,7,15,18,38,34,59,0,0,0,0,0,0,0,0,0,0
66,110010013013,146,14,72,60,12,34,100,0,0,0,0,9,0,0,0,2,0,5,10,0,5,0,104,0,0,11,0,43,89,0,9,0,5,129,17,16,32,42,42,40,106,0,0,0,0,0,0,0,0,0,0
67,110010013014,23,5,11,7,4,2,17,0,0,0,0,0,1,0,0,1,1,0,7,0,0,3,8,0,0,2,0,17,5,0,1,0,0,21,2,5,1,5,7,6,17,0,0,0,0,0,0,0,0,0,0
68,110010013031,404,91,195,118,23,89,292,0,0,0,0,1,1,60,0,0,8,0,130,0,47,0,5,0,0,152,0,190,183,3,18,0,10,370,34,43,85,85,100,134,270,0,0,0,0,0,0,0,0,0,0
69,110010013032,378,81,188,109,28,62,288,0,0,0,38,0,1,0,2,8,3,23,140,0,9,1,87,0,5,61,0,190,149,0,34,1,4,338,40,44,78,93,82,195,183,0,0,0,0,0,0,0,0,0,0
70,110010013033,232,46,137,49,13,32,187,0,0,0,1,0,0,1,0,5,0,0,5,0,0,102,7,104,0,7,0,159,49,5,14,0,5,195,37,28,53,45,60,96,136,0,0,0,0,0,0,0,0,0,0
71,110010013034,240,35,155,50,37,50,153,0,0,0,0,0,0,3,0,1,0,12,41,0,4,94,34,3,23,25,0,143,45,0,46,0,6,212,28,39,41,44,81,88,152,0,0,0,0,0,0,0,0,0,0
72,110010013041,364,113,164,87,52,138,174,0,0,0,0,0,0,115,0,0,18,16,61,0,1,2,0,13,86,52,0,202,98,1,44,1,18,318,46,45,62,59,85,170,194,0,0,0,0,0,0,0,0,0,0
73,110010013042,42,17,23,2,5,5,32,0,0,0,0,0,0,1,0,5,0,0,15,0,2,0,18,0,0,1,0,29,10,0,2,0,1,42,0,3,5,3,14,15,27,0,0,0,0,0,0,0,0,0,0
74,110010013043,86,12,47,27,4,15,67,0,0,0,0,1,3,0,0,3,0,11,29,27,5,1,0,0,0,6,0,46,33,1,3,0,3,76,10,17,20,20,17,44,42,0,0,0,0,0,0,0,0,0,0
75,110010013044,33,9,19,5,2,4,27,0,0,0,0,0,1,1,0,1,0,0,13,0,0,3,10,0,0,4,0,24,4,0,2,0,3,29,4,2,4,8,10,6,27,0,0,0,0,0,0,0,0,0,0
76,110010014011,332,82,177,73,47,73,212,0,0,1,61,0,19,106,0,14,9,1,73,1,9,0,4,0,8,26,0,192,99,1,27,1,12,286,46,36,70,76,68,180,152,0,0,0,0,0,0,0,0,0,0
77,110010014012,151,60,60,31,40,27,84,0,0,0,0,1,1,38,1,8,16,2,5,0,0,13,7,0,37,22,0,113,25,3,5,0,5,103,48,16,17,19,39,75,76,0,0,0,0,0,0,0,0,0,0
78,110010014021,115,29,64,22,2,13,100,0,0,0,0,3,7,0,0,9,3,0,78,0,2,0,0,0,0,13,0,68,16,0,27,0,4,104,11,17,10,17,42,55,60,0,0,0,0,0,0,0,0,0,0
79,110010014022,448,37,258,153,15,72,361,0,0,0,4,1,1,0,0,39,0,0,144,0,0,40,205,0,0,14,0,201,194,3,38,1,11,402,46,66,79,104,162,181,267,0,0,0,0,0,0,0,0,0,0
80,110010014023,437,92,228,117,56,142,239,0,0,0,5,0,2,133,1,0,0,6,31,0,9,1,126,0,95,28,0,279,126,2,18,0,12,375,62,55,81,92,117,159,278,0,0,0,0,0,0,0,0,0,0
81,110010015001,274,47,171,56,16,33,225,0,0,0,0,0,3,0,0,3,0,3,31,0,12,181,10,1,13,17,0,219,38,2,10,0,5,240,34,33,47,43,104,133,141,0,0,0,0,0,0,0,0,0,0
82,110010015002,89,18,51,20,4,23,62,0,0,0,0,0,0,0,0,2,2,4,56,7,1,1,4,0,0,12,0,58,20,0,10,0,1,77,12,18,6,18,29,37,52,0,0,0,0,0,0,0,0,0,0
83,110010015003,282,21,122,139,12,48,222,0,0,0,0,0,15,0,0,36,0,1,6,0,7,0,177,0,28,12,0,139,122,2,15,2,2,220,62,57,54,66,84,85,197,0,0,0,0,0,0,0,0,0,0
84,110010015004,178,34,110,34,15,13,150,0,0,0,5,0,1,0,0,3,4,0,122,1,0,0,2,3,0,37,0,125,33,4,11,0,5,146,32,14,27,38,65,80,98,0,0,0,0,0,0,0,0,0,0
85,110010015005,72,10,49,13,6,5,61,0,0,0,2,0,0,0,0,1,1,0,31,1,10,14,1,0,0,11,0,49,14,0,7,0,2,67,5,6,10,15,31,37,35,0,0,0,0,0,0,0,0,0,0
86,110010016001,1231,137,657,437,143,543,545,0,0,0,41,0,4,5,0,4,5,3,62,7,501,14,559,5,0,21,0,566,564,11,61,3,26,951,280,272,279,283,260,422,809,0,0,0,0,0,0,0,0,0,0
87,110010016002,954,98,587,269,76,218,660,0,0,0,12,0,1,46,0,0,8,2,140,3,6,0,667,2,35,32,0,211,665,5,55,2,16,883,71,156,204,263,233,336,618,0,0,0,0,0,0,0,0,0,0
88,110010016003,50,16,23,11,2,15,33,0,0,0,0,0,0,4,0,0,0,5,26,0,4,1,3,0,0,7,0,22,24,1,3,0,0,34,16,8,4,10,12,21,29,0,0,0,0,0,0,0,0,0,0
89,110010016004,273,40,146,87,16,56,201,0,0,0,1,0,2,0,0,13,0,0,29,0,6,149,4,0,0,69,0,140,114,0,13,0,6,238,35,52,47,58,76,101,172,0,0,0,0,0,0,0,0,0,0
90,110010017021,309,47,159,103,25,87,197,0,0,0,76,0,54,12,0,1,0,23,66,1,3,4,31,2,21,15,0,164,114,8,12,0,11,245,64,54,61,63,84,188,121,0,0,0,0,0,0,0,0,0,0
91,110010017022,1261,195,745,321,138,323,800,8,0,0,64,7,145,72,4,5,2,8,127,0,80,12,528,13,64,122,0,407,770,3,50,1,30,1098,163,190,257,334,285,584,677,0,0,0,0,0,0,0,0,0,0
92,110010018031,32,6,16,10,3,5,24,0,0,0,7,0,1,3,0,2,0,2,6,0,0,0,1,8,0,2,0,7,22,0,0,0,3,30,2,3,5,4,14,20,12,0,0,0,0,0,0,0,0,0,0
93,110010018032,183,40,114,29,17,36,130,0,0,0,2,0,0,0,0,0,0,0,11,0,0,132,36,0,2,0,0,129,34,0,14,0,6,173,10,16,25,32,70,48,135,0,0,0,0,0,0,0,0,0,0
94,110010018033,33,9,14,10,1,5,27,0,0,0,0,0,0,0,4,0,2,0,26,0,0,0,1,0,0,0,0,13,9,6,1,0,4,25,8,3,8,9,4,11,22,0,0,0,0,0,0,0,0,0,0
95,110010018041,12,1,9,2,0,1,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,5,7,0,0,0,0,10,2,0,1,4,6,6,6,0,0,0,0,0,0,0,0,0,0
96,110010018042,265,73,118,74,47,103,115,0,0,0,57,0,7,56,0,0,6,2,9,0,31,7,2,0,67,21,0,115,113,4,32,0,1,213,52,39,46,50,57,161,104,0,0,0,0,0,0,0,0,0,0
97,110010018043,44,8,25,11,2,15,27,0,0,0,0,0,0,0,0,0,0,12,9,2,2,1,8,1,0,9,0,20,16,2,3,0,3,32,12,10,10,9,7,22,22,0,0,0,0,0,0,0,0,0,0
98,110010019011,777,201,468,108,84,349,344,0,0,1,0,0,0,537,0,3,0,2,9,0,1,185,3,0,32,4,0,228,479,5,46,1,18,688,89,108,152,155,161,344,433,0,0,0,0,0,0,0,0,0,0
99,110010019012,143,26,72,45,16,68,59,0,0,0,3,0,0,24,0,0,0,0,9,0,0,53,35,0,13,6,0,53,82,2,5,0,1,126,17,20,27,32,38,38,105,0,0,0,0,0,0,0,0,0,0
100,110010019013,778,93,473,212,68,225,485,0,0,0,0,0,0,15,0,5,0,0,31,0,16,11,39,0,11,650,0,191,522,5,46,4,10,675,103,123,156,198,208,166,612,0,0,0,0,0,0,0,0,0,0
101,110010019014,216,43,110,63,83,64,69,0,0,0,0,0,0,80,0,2,0,0,19,0,99,1,12,0,0,3,0,57,152,2,5,0,0,189,27,38,53,43,39,115,101,0,0,0,0,0,0,0,0,0,0
102,110010019021,156,53,86,17,11,45,100,0,0,0,0,0,0,0,0,0,1,0,11,0,2,1,9,0,0,132,0,99,35,0,12,0,10,133,23,25,23,16,39,45,111,0,0,0,0,0,0,0,0,0,0
103,110010019022,419,77,236,106,31,130,258,0,0,0,40,0,29,11,0,25,0,0,144,0,26,0,13,0,17,114,0,141,230,6,34,1,7,363,56,64,108,70,100,227,192,0,0,0,0,0,0,0,0,0,0
104,110010020011,293,67,182,44,18,82,193,0,0,0,1,0,9,2,0,10,6,4,2,0,84,152,7,0,16,0,0,156,113,6,11,0,7,173,120,64,47,53,62,100,193,0,0,0,0,0,0,0,0,0,0
105,110010020012,76,6,23,47,4,21,51,0,0,0,3,0,0,0,0,0,3,3,10,0,1,0,50,0,0,6,0,21,48,0,5,0,2,66,10,13,15,17,25,25,51,0,0,0,0,0,0,0,0,0,0
106,110010020021,281,40,162,79,20,47,214,0,0,0,15,1,0,2,0,0,50,4,37,0,5,11,140,0,0,16,0,98,156,5,9,2,11,250,31,40,55,68,78,100,181,0,0,0,0,0,0,0,0,0,0
107,110010020022,122,16,77,29,22,23,77,0,0,0,1,3,0,16,0,4,3,9,59,0,3,2,5,1,4,12,0,61,54,0,6,0,1,112,10,15,23,26,42,63,59,0,0,0,0,0,0,0,0,0,0
108,110010020023,124,17,74,33,8,45,71,0,0,0,1,0,4,0,0,2,0,4,32,0,1,1,51,0,22,6,0,50,57,0,12,1,4,107,17,18,23,30,36,44,80,0,0,0,0,0,0,0,0,0,0
109,110010021011,201,29,108,64,26,49,126,0,0,0,1,0,9,58,44,0,35,0,15,0,15,0,14,10,0,0,0,52,141,0,6,0,2,182,19,33,52,43,44,118,83,0,0,0,0,0,0,0,0,0,0
110,110010021012,215,27,139,49,9,64,142,0,0,0,70,0,2,8,0,0,3,0,1,0,3,26,69,1,11,21,0,92,87,1,28,0,7,163,52,41,50,49,48,100,115,0,0,0,0,0,0,0,0,0,0
111,110010021013,36,3,29,4,0,8,28,0,0,0,0,0,0,0,0,1,0,2,9,5,6,0,5,7,0,1,0,22,8,0,2,0,4,30,6,7,9,6,11,15,21,0,0,0,0,0,0,0,0,0,0
112,110010021014,229,49,131,49,19,20,190,0,0,0,0,0,0,8,0,5,4,11,128,0,5,10,5,0,8,45,0,121,85,1,18,0,4,205,24,36,35,46,63,108,121,0,0,0,0,0,0,0,0,0,0
113,110010021015,358,38,223,97,23,96,239,0,0,0,0,0,3,8,0,6,0,0,1,0,0,1,330,0,9,0,0,85,235,4,27,1,6,319,39,59,77,93,91,80,278,0,0,0,0,0,0,0,0,0,0
114,110010021021,32,15,13,4,9,8,15,0,0,0,3,0,0,0,0,0,0,0,12,0,4,0,0,0,13,0,0,25,2,2,0,0,3,21,11,3,7,3,4,10,22,0,0,0,0,0,0,0,0,0,0
115,110010021022,55,3,32,20,2,24,29,0,0,0,3,0,2,3,0,0,0,0,2,0,0,13,0,0,0,32,0,12,38,0,2,0,3,51,4,12,14,11,15,30,25,0,0,0,0,0,0,0,0,0,0
116,110010021023,222,27,129,66,12,66,144,0,0,0,1,0,0,9,2,0,0,0,39,0,6,0,146,0,0,19,0,48,146,1,24,0,3,201,21,34,51,60,50,73,149,0,0,0,0,0,0,0,0,0,0
117,110010021024,187,16,105,66,13,37,137,0,0,0,7,0,1,0,0,2,0,0,1,3,0,0,170,0,0,3,0,29,153,0,4,0,1,181,6,36,44,45,46,63,124,0,0,0,0,0,0,0,0,0,0
118,110010021025,28,3,17,8,3,8,17,0,0,0,1,0,0,1,0,0,0,0,6,0,3,0,14,0,0,3,0,11,16,0,1,0,0,26,2,3,7,8,7,13,15,0,0,0,0,0,0,0,0,0,0
119,110010021026,266,59,166,41,26,65,175,0,0,0,3,0,4,8,0,0,0,2,2,0,2,2,223,0,15,5,0,46,188,1,24,3,4,252,14,34,53,72,48,118,148,0,0,0,0,0,0,0,0,0,0
120,110010022011,95,24,56,15,6,21,68,0,0,0,0,0,0,0,1,0,4,1,14,0,0,8,9,0,47,11,0,67,16,2,4,2,4,77,18,14,18,15,24,34,61,0,0,0,0,0,0,0,0,0,0
121,110010022012,94,19,60,15,12,28,54,0,0,0,22,0,2,4,0,1,4,2,13,0,6,2,17,3,6,12,0,55,22,1,14,0,2,78,16,17,13,22,23,39,55,0,0,0,0,0,0,0,0,0,0
122,110010022013,38,10,23,5,3,9,26,0,0,0,0,0,0,0,0,1,0,8,9,0,10,0,10,0,0,0,0,13,22,0,3,0,0,34,4,6,7,6,9,16,22,0,0,0,0,0,0,0,0,0,0
