,bgrp,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05
415,110010084101,543,156,304,83,71,167,305,0,0,0,49,0,7,45,1,27,4,3,78,1,25,15,14,0,220,54,0,282,195,5,53,2,6,462,81,66,108,100,113,277,266,0,0,0,0,0,0,0,0,0,0
416,110010087011,872,133,566,173,62,117,693,0,0,0,33,0,16,3,0,556,2,69,97,2,26,1,34,0,22,11,0,498,259,4,90,3,18,777,95,97,153,197,292,572,300,0,0,0,0,0,0,0,0,0,0
417,110010087012,117,29,75,13,9,25,83,0,0,0,0,11,0,3,0,4,2,1,20,0,2,35,14,0,0,25,0,66,40,1,7,0,3,107,10,17,18,24,29,59,58,0,0,0,0,0,0,0,0,0,0
418,110010087021,156,27,98,31,21,46,89,0,0,0,21,0,1,5,0,6,7,19,26,0,7,11,15,0,32,6,0,56,74,0,25,0,1,139,17,25,37,33,34,82,74,0,0,0,0,0,0,0,0,0,0
419,110010087022,137,56,68,13,29,33,75,0,0,0,3,0,5,0,0,3,4,35,16,0,0,4,13,54,0,0,0,66,64,0,4,0,3,125,12,18,18,24,21,82,55,0,0,0,0,0,0,0,0,0,0
420,110010087023,410,61,246,103,13,71,326,0,0,0,0,4,5,8,269,3,2,12,37,0,12,0,17,2,10,29,0,100,286,0,13,0,11,377,33,60,94,121,74,270,140,0,0,0,0,0,0,0,0,0,0
421,110010088021,67,13,33,21,2,11,54,0,0,0,0,0,3,0,0,2,0,2,3,0,1,1,5,0,0,50,0,19,47,0,1,0,0,58,9,13,13,9,19,52,15,0,0,0,0,0,0,0,0,0,0
422,110010088022,419,98,255,66,30,58,331,0,0,1,0,3,22,9,0,2,19,23,206,2,18,2,45,0,57,10,0,225,143,0,40,1,10,367,52,62,70,74,115,203,216,0,0,0,0,0,0,0,0,0,0
423,110010088023,125,28,70,27,2,22,101,0,0,0,28,0,3,4,0,3,0,3,51,0,0,6,5,0,7,15,0,51,63,1,7,0,3,112,13,22,25,26,24,54,71,0,0,0,0,0,0,0,0,0,0
424,110010088024,38,8,24,6,5,9,24,0,0,0,0,0,1,0,0,0,0,4,15,1,0,0,6,0,4,7,0,20,15,0,2,0,1,31,7,7,8,7,8,23,15,0,0,0,0,0,0,0,0,0,0
425,110010088031,1333,397,687,249,163,424,746,0,0,2,140,87,196,212,15,1,0,34,20,0,155,21,4,137,245,64,0,656,580,10,56,3,28,1101,232,203,250,274,209,781,552,0,0,0,0,0,0,0,0,0,0
426,110010088032,2891,581,1720,590,251,591,2049,0,0,0,39,11,60,255,1,27,7,94,132,15,348,1356,6,20,482,38,0,1645,927,17,224,2,76,2476,415,430,535,614,731,1330,1561,0,0,0,0,0,0,0,0,0,0
427,110010088041,30,10,16,4,6,11,13,0,0,0,0,0,0,0,0,2,0,1,5,0,0,2,5,0,9,6,0,9,15,0,5,0,1,29,1,2,8,6,4,10,20,0,0,0,0,0,0,0,0,0,0
428,110010088042,1165,146,732,287,55,204,906,0,0,0,131,0,11,7,301,1,0,14,109,2,5,119,431,0,26,8,0,240,846,3,62,1,13,1065,100,178,274,315,252,526,639,0,0,0,0,0,0,0,0,0,0
429,110010089031,24,5,14,5,0,3,21,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,8,0,0,0,0,14,10,0,0,0,0,24,0,3,4,5,7,6,18,0,0,0,0,0,0,0,0,0,0
430,110010089032,53,6,41,6,2,11,40,0,0,0,0,0,6,0,0,0,1,0,25,0,1,0,4,2,0,14,0,25,26,0,0,0,2,47,6,6,10,16,15,32,21,0,0,0,0,0,0,0,0,0,0
431,110010089033,67,23,33,11,10,21,36,0,0,0,1,0,0,37,0,0,2,0,3,0,2,1,9,1,2,9,0,25,34,1,7,0,0,58,9,10,9,14,11,28,39,0,0,0,0,0,0,0,0,0,0
432,110010089041,476,125,250,101,87,190,199,0,0,0,0,0,0,238,0,1,10,55,105,5,17,2,11,0,15,17,0,127,317,3,16,2,11,409,67,95,107,80,69,203,273,0,0,0,0,0,0,0,0,0,0
433,110010089042,14,2,11,1,2,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,5,0,0,0,0,2,12,0,0,0,0,14,0,4,3,4,1,8,6,0,0,0,0,0,0,0,0,0,0
434,110010089043,19,4,10,5,1,7,11,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,10,0,0,3,0,4,14,0,1,0,0,17,2,8,1,4,2,5,14,0,0,0,0,0,0,0,0,0,0
435,110010090001,158,17,80,61,10,61,87,0,0,0,0,0,0,0,0,0,0,11,27,0,6,1,113,0,0,0,0,19,137,0,1,0,1,153,5,20,42,44,35,64,94,0,0,0,0,0,0,0,0,0,0
436,110010090002,175,31,122,22,2,30,143,0,0,0,2,0,105,0,0,0,4,24,8,0,0,0,28,0,0,4,0,60,96,3,9,1,6,147,28,26,46,36,36,131,44,0,0,0,0,0,0,0,0,0,0
437,110010090003,878,276,398,204,143,377,358,0,0,0,3,0,0,590,4,0,3,19,31,0,9,0,24,0,188,7,0,236,565,7,50,0,20,727,151,137,196,147,122,451,427,0,0,0,0,0,0,0,0,0,0
438,110010091021,127,31,72,24,10,32,85,0,0,0,7,0,0,18,0,1,0,2,41,0,6,4,41,0,5,2,0,43,72,0,12,0,0,116,11,13,24,28,31,60,67,0,0,0,0,0,0,0,0,0,0
439,110010091022,176,36,114,26,2,15,159,0,0,0,0,0,1,0,0,0,32,0,82,0,0,33,26,0,0,2,0,65,95,1,12,0,3,158,18,18,24,40,58,81,95,0,0,0,0,0,0,0,0,0,0
440,110010091023,1095,131,608,356,114,199,782,0,0,0,163,98,34,77,19,188,0,7,113,0,167,2,175,30,14,8,0,394,586,5,83,2,25,928,167,186,263,248,267,731,364,0,0,0,0,0,0,0,0,0,0
441,110010091024,2682,510,1570,602,135,394,2153,0,0,0,24,0,4,395,388,1319,42,4,244,1,22,18,38,0,160,11,12,1356,1028,10,209,1,78,2482,200,264,447,577,884,1436,1246,0,0,0,0,0,0,0,0,0,0
442,110010092011,258,59,149,50,39,60,159,0,0,0,57,0,0,7,0,0,0,30,19,34,6,51,13,13,28,0,0,124,115,1,7,0,11,214,44,42,49,47,61,131,127,0,0,0,0,0,0,0,0,0,0
443,110010092012,1364,320,785,259,213,241,910,0,0,0,155,1,12,41,0,90,0,5,15,7,18,756,7,0,164,93,0,633,637,9,54,2,29,1050,314,233,206,290,315,502,862,0,0,0,0,0,0,0,0,0,0
444,110010092031,50,2,30,18,2,20,28,0,0,0,17,0,0,0,0,1,0,0,8,0,0,1,17,0,0,6,0,17,29,0,3,0,1,42,8,11,11,12,14,29,21,0,0,0,0,0,0,0,0,0,0
445,110010092032,132,34,75,23,8,17,107,0,0,0,0,0,4,2,0,4,4,0,49,0,20,4,33,0,0,12,0,73,42,0,12,0,5,123,9,15,23,19,41,61,71,0,0,0,0,0,0,0,0,0,0
446,110010092041,137,26,101,10,2,22,113,0,0,0,0,0,1,6,0,1,1,2,10,0,0,116,0,0,0,0,0,58,72,0,4,0,3,130,7,18,25,34,34,42,95,0,0,0,0,0,0,0,0,0,0
447,110010092042,827,266,475,86,81,173,573,0,0,0,3,0,2,2,0,11,1,1,50,0,21,459,50,0,224,3,0,232,550,9,19,2,15,745,82,113,152,157,139,269,558,0,0,0,0,0,0,0,0,0,0
448,110010093011,406,46,252,108,45,134,227,0,0,0,0,0,0,3,0,3,0,0,23,0,4,7,360,1,0,5,0,96,275,1,25,4,5,367,39,54,81,110,115,78,328,0,0,0,0,0,0,0,0,0,0
449,110010093012,440,116,237,87,52,97,291,0,0,0,13,0,5,40,20,16,4,30,80,16,32,1,19,5,83,76,0,238,142,0,37,1,22,394,46,53,91,84,96,241,199,0,0,0,0,0,0,0,0,0,0
450,110010093013,280,61,160,59,37,65,178,0,0,1,0,0,0,18,0,7,0,1,10,0,57,34,131,0,10,11,0,54,206,1,10,0,9,263,17,34,64,68,53,130,150,0,0,0,0,0,0,0,0,0,0
451,110010093014,133,13,88,32,7,22,104,0,0,0,0,0,12,5,0,0,0,0,29,0,0,74,3,0,0,10,0,63,63,2,1,0,4,108,25,18,28,41,33,53,80,0,0,0,0,0,0,0,0,0,0
452,110010093021,1281,369,703,209,96,239,946,0,0,0,30,0,1,29,0,33,2,4,19,1,971,0,54,0,52,85,0,409,766,9,58,4,35,1141,140,197,261,240,214,905,376,0,0,0,0,0,0,0,0,0,0
453,110010094001,129,22,75,32,16,34,79,0,0,0,0,0,4,30,1,1,0,0,1,0,31,44,8,0,0,9,0,36,75,1,12,0,5,119,10,24,31,26,26,48,81,0,0,0,0,0,0,0,0,0,0
454,110010094002,461,118,282,61,48,86,327,0,0,0,0,1,40,21,0,1,41,0,59,0,8,159,64,0,51,16,0,169,257,4,15,1,15,415,46,57,99,92,95,172,289,0,0,0,0,0,0,0,0,0,0
455,110010094003,81,20,46,15,9,16,56,0,0,0,6,0,0,0,0,1,0,5,33,0,0,3,2,11,0,20,0,42,32,0,4,0,3,70,11,14,14,14,19,42,39,0,0,0,0,0,0,0,0,0,0
456,110010094004,35,6,25,4,0,3,32,0,0,0,8,1,0,1,0,0,0,0,20,0,0,0,2,0,0,3,0,16,14,0,2,0,3,27,8,2,8,7,12,20,15,0,0,0,0,0,0,0,0,0,0
457,110010095031,124,8,74,42,4,14,106,0,0,0,0,0,3,1,0,8,0,0,6,0,6,66,32,0,0,2,0,80,33,0,7,0,4,118,6,7,31,36,42,66,58,0,0,0,0,0,0,0,0,0,0
458,110010095032,101,23,65,13,3,14,84,0,0,0,0,0,0,0,5,1,4,5,5,0,1,12,13,0,1,54,0,25,61,2,8,0,5,93,8,14,17,20,27,43,58,0,0,0,0,0,0,0,0,0,0
459,110010095033,34,3,20,11,1,10,23,0,0,0,1,0,4,0,0,0,0,0,3,0,0,7,14,0,0,5,0,10,21,0,2,0,1,30,4,5,6,8,12,12,22,0,0,0,0,0,0,0,0,0,0
460,110010095041,1916,367,1088,461,297,631,988,0,0,0,1,0,49,59,0,105,9,0,119,0,8,241,226,17,1038,44,0,758,1002,12,114,0,30,1537,379,342,423,409,375,932,984,0,0,0,0,0,0,0,0,0,0
461,110010095042,685,76,325,284,50,161,474,0,0,0,5,0,2,2,0,21,0,4,45,0,9,2,531,0,61,3,0,129,482,4,51,2,17,633,52,114,160,165,170,219,466,0,0,0,0,0,0,0,0,0,0
462,110010095051,32,4,21,7,3,9,20,0,0,0,0,0,0,3,0,0,0,0,17,0,7,2,0,2,0,1,0,15,9,0,7,0,1,27,5,4,7,5,12,13,19,0,0,0,0,0,0,0,0,0,0
463,110010095052,748,125,382,241,75,138,535,0,0,0,100,0,16,3,64,2,1,13,18,0,3,61,421,0,0,46,0,225,486,2,18,2,15,672,76,99,165,192,167,317,431,0,0,0,0,0,0,0,0,0,0
464,110010095053,865,206,480,179,86,470,309,0,0,1,7,6,6,511,7,0,17,28,6,0,9,4,202,0,57,4,0,231,559,8,49,0,18,763,102,119,164,190,186,392,473,0,0,0,0,0,0,0,0,0,0
465,110010095071,68,17,41,10,10,30,28,0,0,0,10,0,3,10,0,1,0,0,2,0,2,3,4,0,28,5,0,27,32,1,6,1,1,53,15,9,13,19,10,44,24,0,0,0,0,0,0,0,0,0,0
466,110010095081,23,3,20,0,0,1,22,0,0,0,3,0,1,2,0,7,0,0,7,0,0,1,1,0,1,0,0,14,5,0,2,0,2,20,3,4,4,4,8,9,14,0,0,0,0,0,0,0,0,0,0
467,110010095082,23,10,3,10,4,9,10,0,0,0,0,0,2,6,0,0,3,0,2,0,0,0,8,0,0,2,0,8,12,0,2,0,1,18,5,3,6,2,2,10,13,0,0,0,0,0,0,0,0,0,0
468,110010095083,10,4,6,0,0,4,6,0,0,0,0,0,0,4,0,0,0,0,1,0,1,2,2,0,0,0,0,4,6,0,0,0,0,8,2,0,1,2,3,5,5,0,0,0,0,0,0,0,0,0,0
469,110010095084,494,101,314,79,19,56,419,0,0,0,242,46,0,3,0,4,0,0,3,0,0,175,18,0,0,3,0,292,161,8,17,4,12,316,178,86,109,114,84,270,224,0,0,0,0,0,0,0,0,0,0
470,110010095091,26,2,17,7,3,7,16,0,0,0,1,0,0,7,0,0,0,0,9,3,0,0,5,0,0,1,0,9,13,0,3,0,1,23,3,5,2,8,9,15,11,0,0,0,0,0,0,0,0,0,0
471,110010095092,72,15,34,23,11,34,27,0,0,0,0,0,0,0,0,3,4,0,13,0,9,0,3,0,33,7,0,41,17,2,8,0,4,58,14,7,14,10,26,32,40,0,0,0,0,0,0,0,0,0,0
472,110010095093,34,9,18,7,5,5,24,0,0,0,11,0,3,0,0,0,0,0,8,0,7,1,1,0,0,3,0,21,12,0,0,0,1,28,6,2,6,5,12,18,16,0,0,0,0,0,0,0,0,0,0
473,110010095101,74,13,49,12,5,26,43,0,0,0,0,0,1,0,0,0,0,34,2,0,8,0,17,0,10,2,0,25,45,0,2,0,2,67,7,19,17,13,12,45,29,0,0,0,0,0,0,0,0,0,0
474,110010095102,14,5,5,4,0,1,13,0,0,0,0,0,2,2,1,0,0,0,2,0,1,0,6,0,0,0,0,4,9,0,1,0,0,13,1,1,3,3,2,5,9,0,0,0,0,0,0,0,0,0,0
475,110010095103,186,57,99,30,27,41,118,0,0,0,0,0,0,13,0,0,0,2,13,0,12,138,3,1,3,1,0,60,58,1,58,0,9,167,19,27,19,23,60,60,126,0,0,0,0,0,0,0,0,0,0
476,110010095111,107,12,43,52,10,33,64,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,67,0,34,0,0,20,73,0,10,0,4,95,12,14,22,32,27,29,78,0,0,0,0,0,0,0,0,0,0
477,110010096011,491,80,265,146,72,172,247,0,0,0,88,45,0,8,0,0,3,26,102,26,4,2,166,0,4,17,0,187,268,3,24,1,8,387,104,101,112,111,87,238,253,0,0,0,0,0,0,0,0,0,0
478,110010096021,139,27,92,20,2,22,115,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,135,0,0,0,0,18,115,0,6,0,0,135,4,20,25,40,27,18,121,0,0,0,0,0,0,0,0,0,0
479,110010096022,85,13,41,31,7,27,51,0,0,0,2,0,0,0,0,1,0,35,4,0,4,0,39,0,0,0,0,12,69,0,1,0,3,82,3,18,24,17,13,36,49,0,0,0,0,0,0,0,0,0,0
480,110010096023,209,30,136,43,20,51,138,0,0,0,45,0,0,0,0,0,0,0,3,3,66,78,14,0,0,0,0,75,123,5,2,1,3,171,38,36,47,56,40,124,85,0,0,0,0,0,0,0,0,0,0
481,110010096031,926,117,580,229,36,93,797,0,0,692,5,0,3,4,0,0,0,0,19,0,10,0,43,0,68,82,0,332,536,6,38,0,14,867,59,127,241,229,212,643,283,0,0,0,0,0,0,0,0,0,0
482,110010096032,515,141,246,128,61,219,235,0,0,0,0,0,0,120,0,0,7,2,40,0,3,0,87,0,239,17,0,184,286,3,30,0,12,462,53,73,103,128,70,250,265,0,0,0,0,0,0,0,0,0,0
483,110010096033,85,17,56,12,1,23,61,0,0,0,0,0,0,9,0,0,9,23,0,0,17,3,14,0,10,0,0,12,64,1,7,0,1,76,9,17,24,14,13,35,50,0,0,0,0,0,0,0,0,0,0
484,110010096041,26,3,10,13,7,9,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,6,0,0,0,7,19,0,0,0,0,26,0,6,7,6,4,9,17,0,0,0,0,0,0,0,0,0,0
485,110010096042,301,47,180,74,10,31,260,0,0,0,0,0,0,3,0,0,0,0,4,4,5,1,273,0,0,11,0,66,218,3,6,0,8,286,15,52,74,70,58,90,211,0,0,0,0,0,0,0,0,0,0
486,110010097001,93,5,69,19,5,10,78,0,0,0,1,0,0,0,0,0,0,5,28,0,0,4,55,0,0,0,0,42,41,1,5,0,4,87,6,11,18,24,35,39,54,0,0,0,0,0,0,0,0,0,0
487,110010097002,31,4,15,12,4,17,10,0,0,0,2,0,1,0,0,0,1,1,3,0,3,0,20,0,0,0,0,4,25,0,1,0,1,29,2,9,6,9,3,8,23,0,0,0,0,0,0,0,0,0,0
488,110010097003,86,13,52,21,4,21,61,0,0,0,0,0,0,0,0,0,0,6,4,0,0,7,68,0,0,1,0,17,66,0,0,0,3,82,4,15,22,22,14,24,62,0,0,0,0,0,0,0,0,0,0
489,110010098011,136,31,78,27,21,41,74,0,0,0,2,0,0,26,0,0,0,0,11,3,8,32,47,0,0,7,0,15,111,0,6,0,4,130,6,24,30,27,24,47,89,0,0,0,0,0,0,0,0,0,0
490,110010098021,15,3,11,1,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,2,3,5,2,9,6,0,0,0,0,0,0,0,0,0,0
491,110010098022,25,3,12,10,3,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,4,0,5,16,1,3,0,0,23,2,3,10,3,6,10,15,0,0,0,0,0,0,0,0,0,0
492,110010098031,85,13,53,19,4,13,68,0,0,0,0,0,26,2,0,1,0,29,13,0,0,0,14,0,0,0,0,26,52,0,7,0,0,79,6,12,24,21,15,42,43,0,0,0,0,0,0,0,0,0,0
493,110010098032,22,4,6,12,2,4,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,3,16,0,3,0,0,22,0,7,4,5,2,8,14,0,0,0,0,0,0,0,0,0,0
494,110010098033,64,10,32,22,7,8,49,0,0,0,0,1,1,5,0,0,0,0,47,0,0,0,5,0,0,5,0,26,27,0,9,0,2,59,5,7,18,12,17,30,34,0,0,0,0,0,0,0,0,0,0
495,110010098041,191,43,126,22,11,24,156,0,0,0,0,0,0,2,0,0,0,7,4,0,1,149,20,0,0,8,0,43,139,0,3,0,6,180,11,33,31,51,33,46,145,0,0,0,0,0,0,0,0,0,0
496,110010098042,23,2,11,10,6,7,10,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,17,0,0,1,0,3,18,2,0,0,0,23,0,2,6,5,8,8,15,0,0,0,0,0,0,0,0,0,0
497,110010098071,378,83,248,47,13,29,336,0,0,0,3,0,0,3,0,0,0,0,5,0,0,5,354,0,3,5,0,96,249,4,13,2,14,341,37,48,88,87,72,66,312,0,0,0,0,0,0,0,0,0,0
498,110010098072,18,2,9,7,6,7,5,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,0,2,0,0,1,16,0,1,0,0,18,0,4,3,7,2,6,12,0,0,0,0,0,0,0,0,0,0
499,110010098073,69,7,29,33,13,29,27,0,0,0,0,0,0,0,2,0,1,0,9,0,43,0,11,0,2,1,0,9,55,2,0,0,3,65,4,9,20,23,10,32,37,0,0,0,0,0,0,0,0,0,0
500,110010098101,42,17,25,0,6,18,18,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,32,0,0,0,0,6,35,0,1,0,0,42,0,7,6,10,2,16,26,0,0,0,0,0,0,0,0,0,0
501,110010098102,22,7,10,5,2,4,16,0,0,0,0,0,0,0,6,0,0,6,1,0,0,0,9,0,0,0,0,6,14,0,2,0,0,20,2,1,2,8,4,15,7,0,0,0,0,0,0,0,0,0,0
502,110010098111,408,68,258,82,14,78,316,0,0,0,0,0,0,8,0,1,0,129,2,0,6,176,86,0,0,0,0,58,331,3,9,0,7,378,30,81,104,89,66,163,245,0,0,0,0,0,0,0,0,0,0
503,110010098112,135,27,81,27,11,19,105,0,0,0,0,0,0,0,0,0,0,115,3,0,0,1,16,0,0,0,0,19,109,0,0,0,7,125,10,31,23,29,25,76,59,0,0,0,0,0,0,0,0,0,0
504,110010098113,60,12,32,16,2,33,25,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,55,0,0,0,0,10,49,0,1,0,0,59,1,10,13,19,6,14,46,0,0,0,0,0,0,0,0,0,0
505,110010099011,163,16,97,50,16,34,113,0,0,0,0,0,6,0,0,0,0,0,6,0,13,0,135,0,0,3,0,27,133,0,3,0,0,158,5,28,29,47,43,48,115,0,0,0,0,0,0,0,0,0,0
506,110010099012,419,64,275,80,40,170,209,0,0,0,9,0,0,32,0,5,6,3,15,0,1,1,330,10,3,4,0,65,329,0,19,0,6,399,20,48,92,121,94,152,267,0,0,0,0,0,0,0,0,0,0
507,110010099021,48,15,21,12,10,26,12,0,0,0,0,0,0,6,5,0,0,1,0,0,0,1,11,2,12,10,0,15,29,0,3,0,1,40,8,8,13,6,6,28,20,0,0,0,0,0,0,0,0,0,0
508,110010099022,32,7,20,5,8,4,20,0,0,0,10,0,0,5,0,0,0,0,7,0,1,0,8,0,0,1,0,9,17,0,5,1,0,23,9,3,6,9,7,13,19,0,0,0,0,0,0,0,0,0,0
509,110010099031,118,33,79,6,8,29,81,0,0,0,2,0,1,0,0,0,2,0,1,0,0,105,3,0,0,4,0,19,93,0,2,0,4,111,7,20,32,19,14,37,81,0,0,0,0,0,0,0,0,0,0
510,110010099032,66,15,35,16,7,15,44,0,0,0,1,0,0,3,0,1,0,0,2,0,3,0,53,0,2,1,0,9,50,0,7,0,0,63,3,4,18,14,15,19,47,0,0,0,0,0,0,0,0,0,0
511,110010099041,8,6,2,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,1,6,0,1,0,0,8,0,1,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0
512,110010099042,223,65,121,37,14,49,160,0,0,0,6,0,0,0,0,2,0,0,42,0,0,0,172,1,0,0,0,16,202,1,2,0,2,212,11,38,57,39,24,108,115,0,0,0,0,0,0,0,0,0,0
513,110010099043,26,5,18,3,1,4,21,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,10,15,0,0,0,1,22,4,6,5,10,0,18,8,0,0,0,0,0,0,0,0,0,0
514,110010099051,63,7,40,16,3,27,33,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,18,0,0,40,0,5,55,1,0,0,2,62,1,9,17,19,11,24,39,0,0,0,0,0,0,0,0,0,0
515,110010099052,23,12,10,1,7,10,6,0,0,0,6,0,0,1,0,0,0,0,1,0,3,1,6,0,5,0,0,1,19,0,3,0,0,22,1,2,4,2,3,10,13,0,0,0,0,0,0,0,0,0,0
516,110010099053,20,2,13,5,2,5,13,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,4,15,1,0,0,0,19,1,3,7,2,6,12,8,0,0,0,0,0,0,0,0,0,0
517,110010099061,64,13,36,15,12,30,22,0,0,0,0,0,0,13,0,0,0,0,5,0,1,2,25,0,11,7,0,13,36,0,14,0,1,61,3,6,20,15,10,34,30,0,0,0,0,0,0,0,0,0,0
518,110010099071,17,3,12,2,0,9,8,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,7,0,0,2,0,1,15,0,1,0,0,17,0,2,4,6,2,4,13,0,0,0,0,0,0,0,0,0,0
519,110010099072,196,46,121,29,4,24,168,0,0,0,0,0,0,2,0,0,0,3,27,0,10,138,16,0,0,0,0,36,152,1,4,0,3,183,13,33,39,36,42,63,133,0,0,0,0,0,0,0,0,0,0
520,110010101001,21245,3274,12816,5155,665,1564,19016,0,0,0,267,36,103,118,6,943,947,199,4952,40,2212,405,220,2,1434,5757,3604,12220,6450,112,1829,38,596,19141,2104,2035,3251,4138,8547,10080,11165,0,0,0,0,0,0,0,0,0,0
521,110010101002,8896,1887,5290,1719,252,689,7955,0,0,3,40,15,87,54,40,593,171,156,3871,11,315,84,244,62,663,2462,25,5606,2144,32,874,5,235,7921,975,932,1430,1763,2884,3936,4960,0,0,0,0,0,0,0,0,0,0
522,110010101003,19675,4128,11826,3721,503,1408,17764,0,0,0,57,27,145,81,4,603,1257,1067,8572,10,982,398,672,57,920,4230,593,11847,4999,70,2099,26,634,17791,1884,1929,2947,3819,6852,9563,10112,0,0,0,0,0,0,0,0,0,0
523,110010102011,439,49,274,116,8,41,390,0,0,0,0,0,2,0,0,48,0,0,24,2,25,0,41,0,10,4,283,268,119,1,30,0,21,407,32,15,59,53,263,210,229,0,0,0,0,0,0,0,0,0,0
524,110010102012,75,20,49,6,0,8,67,0,0,0,0,0,2,0,0,5,0,3,54,0,0,4,5,0,2,0,0,52,17,0,4,0,2,65,10,12,13,15,15,28,47,0,0,0,0,0,0,0,0,0,0
525,110010102013,257,68,158,31,14,33,210,0,0,0,0,0,3,0,0,7,2,25,10,0,1,158,22,0,0,29,0,70,177,0,5,0,5,235,22,24,51,53,61,74,183,0,0,0,0,0,0,0,0,0,0
526,110010102021,5515,538,3139,1838,78,316,5121,0,0,0,88,0,33,2,7,5,4,4,1499,0,292,24,4,2856,332,279,86,3077,1812,44,408,8,166,5065,450,377,993,900,2707,2914,2601,0,0,0,0,0,0,0,0,0,0
527,110010102022,358,75,198,85,46,98,214,0,0,0,46,0,17,25,0,4,1,0,44,0,30,4,22,0,143,22,0,168,108,1,67,0,14,317,41,52,52,85,94,169,189,0,0,0,0,0,0,0,0,0,0
528,110010102023,1677,146,1060,471,31,85,1561,0,0,0,0,0,0,0,0,3,0,65,630,0,109,0,59,0,10,27,774,842,640,20,129,1,45,1573,104,128,312,285,806,667,1010,0,0,0,0,0,0,0,0,0,0
529,110010102024,9019,739,5285,2995,145,355,8519,0,0,0,0,0,0,11,0,8,8,146,828,2,153,35,125,19,200,8,7476,5222,2450,72,859,24,392,8381,638,305,1479,1172,5324,4627,4392,0,0,0,0,0,0,0,0,0,0
530,110010102025,5203,1091,2889,1223,286,857,4060,0,0,144,5,3,9,74,6,13,86,90,352,71,387,24,17,54,1972,624,1272,3025,1527,32,464,14,141,4578,625,530,811,916,1855,2582,2621,0,0,0,0,0,0,0,0,0,0
531,110010102026,1888,329,1040,519,52,343,1493,0,0,0,16,0,6,3,0,0,11,0,965,10,86,0,414,27,23,327,0,964,722,9,149,0,44,1714,174,233,345,411,570,905,983,0,0,0,0,0,0,0,0,0,0
532,110010103001,462,86,312,64,17,67,378,0,0,0,8,1,5,1,0,0,15,8,80,1,8,240,31,0,19,45,0,239,149,2,50,1,21,373,89,54,91,83,148,189,273,0,0,0,0,0,0,0,0,0,0
533,110010103002,293,61,140,92,43,82,168,0,0,0,1,0,4,16,0,0,25,1,57,0,2,31,73,26,46,11,0,135,123,7,19,1,8,243,50,42,46,61,83,145,148,0,0,0,0,0,0,0,0,0,0
534,110010103003,33,5,25,3,1,6,26,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,11,0,0,3,0,17,14,0,1,0,1,28,5,6,8,5,9,10,23,0,0,0,0,0,0,0,0,0,0
535,110010104001,429,89,215,125,64,115,250,0,0,0,101,0,17,14,12,13,0,11,88,2,124,0,22,9,9,7,0,130,277,1,14,0,7,347,82,78,97,106,59,268,161,0,0,0,0,0,0,0,0,0,0
536,110010104002,31,3,20,8,5,12,14,0,0,0,0,0,0,2,1,1,0,5,0,0,0,1,16,0,5,0,0,1,30,0,0,0,0,31,0,3,6,11,8,13,18,0,0,0,0,0,0,0,0,0,0
537,110010104003,2148,267,1326,555,111,307,1730,0,0,2,61,0,0,8,0,6,0,10,427,0,337,1,1285,0,5,6,0,568,1399,11,113,4,53,1978,170,323,509,538,511,1066,1082,0,0,0,0,0,0,0,0,0,0
538,110010105001,435,34,316,85,3,5,427,0,0,0,0,0,0,0,0,0,0,0,137,0,24,0,0,0,0,0,274,202,151,6,58,0,18,421,14,17,80,72,232,186,249,0,0,0,0,0,0,0,0,0,0
